2018-05-02 19:16:59.12,2018-05-02 19:17:10.85,0:00:11.73
2018-05-03 06:10:21.66,2018-05-03 06:10:25.77,0:00:04.11
2018-05-03 06:15:25.42,2018-05-03 06:15:27.93,0:00:02.50
2018-05-03 06:42:04.36,2018-05-03 06:42:23.82,0:00:19.45
2018-05-03 06:49:34.88,2018-05-03 06:49:38.69,0:00:03.81
2018-05-03 06:52:53.76,2018-05-03 06:53:20.84,0:00:27.08
2018-05-03 06:53:45.61,2018-05-03 06:53:48.72,0:00:03.10
2018-05-03 08:07:44.93,2018-05-03 08:08:11.91,0:00:26.97
2018-05-03 08:08:12.91,2018-05-03 08:08:22.54,0:00:09.62
2018-05-03 08:09:04.36,2018-05-03 08:09:10.17,0:00:05.81
2018-05-03 09:00:19.72,2018-05-03 09:00:45.69,0:00:25.97
2018-05-03 09:01:56.08,2018-05-03 09:02:08.42,0:00:12.33
2018-05-03 09:02:46.94,2018-05-03 09:02:47.74,0:00:00.80
2018-05-03 09:13:28.13,2018-05-03 09:13:35.24,0:00:07.11
2018-05-03 20:57:14.86,2018-05-03 20:57:22.18,0:00:07.31
2018-05-04 06:28:17.58,2018-05-04 06:28:24.70,0:00:07.11
2018-05-04 08:43:25.93,2018-05-04 08:43:29.44,0:00:03.51
2018-05-04 08:59:50.03,2018-05-04 08:59:53.94,0:00:03.91
2018-05-04 09:00:00.36,2018-05-04 09:00:03.27,0:00:02.90
2018-05-04 10:36:08.46,2018-05-04 10:36:13.87,0:00:05.41
2018-05-04 10:36:47.97,2018-05-04 10:36:55.50,0:00:07.52
2018-05-04 10:37:14.35,2018-05-04 10:37:19.77,0:00:05.41
2018-05-04 10:37:51.66,2018-05-04 10:37:57.17,0:00:05.51
2018-05-04 10:38:11.62,2018-05-04 10:38:14.42,0:00:02.80
2018-05-04 10:47:55.67,2018-05-04 10:47:59.78,0:00:04.11
2018-05-04 10:48:44.21,2018-05-04 10:48:47.32,0:00:03.10
2018-05-04 12:58:26.83,2018-05-04 12:58:33.95,0:00:07.12
2018-05-04 13:05:43.16,2018-05-04 13:06:11.64,0:00:28.48
2018-05-04 15:10:58.59,2018-05-04 15:11:27.17,0:00:28.58
2018-05-04 15:48:51.17,2018-05-04 15:49:03.21,0:00:12.03
2018-05-04 15:49:33.40,2018-05-04 15:49:47.44,0:00:14.04
2018-05-04 16:23:05.00,2018-05-04 16:23:09.31,0:00:04.31
2018-05-04 16:24:32.16,2018-05-04 16:24:43.49,0:00:11.33
2018-05-04 16:24:58.84,2018-05-04 16:25:02.25,0:00:03.40
2018-05-04 16:26:32.60,2018-05-04 16:26:47.04,0:00:14.44
2018-05-04 16:28:01.86,2018-05-04 16:28:31.74,0:00:29.88
2018-05-04 16:29:03.44,2018-05-04 16:29:08.85,0:00:05.41
2018-05-04 16:30:24.37,2018-05-04 16:30:30.39,0:00:06.01
2018-05-04 16:30:42.02,2018-05-04 16:30:46.63,0:00:04.61
2018-05-04 16:31:02.38,2018-05-04 16:31:14.92,0:00:12.53
2018-05-04 16:39:15.89,2018-05-04 16:39:20.30,0:00:04.41
2018-05-04 16:40:37.43,2018-05-04 16:40:41.24,0:00:03.81
2018-05-05 07:40:21.14,2018-05-05 07:40:35.89,0:00:14.74
2018-05-05 08:28:23.55,2018-05-05 08:28:31.07,0:00:07.52
2018-05-05 08:28:38.99,2018-05-05 08:28:41.70,0:00:02.70
2018-05-05 08:41:21.47,2018-05-05 08:41:25.28,0:00:03.81
2018-05-05 08:45:22.55,2018-05-05 08:45:25.56,0:00:03.00
2018-05-05 08:45:32.88,2018-05-05 08:45:35.39,0:00:02.50
2018-05-05 10:52:26.11,2018-05-05 10:53:44.73,0:01:18.62
2018-05-05 10:56:33.11,2018-05-05 10:57:10.82,0:00:37.70
2018-05-05 10:57:35.49,2018-05-05 10:57:39.00,0:00:03.50
2018-05-05 10:57:47.22,2018-05-05 10:57:49.83,0:00:02.60
2018-05-05 12:34:32.06,2018-05-05 12:34:36.77,0:00:04.71
2018-05-05 12:35:33.53,2018-05-05 12:35:40.05,0:00:06.51
2018-05-05 12:36:09.84,2018-05-05 12:36:21.77,0:00:11.93
2018-05-05 12:40:05.71,2018-05-05 12:40:34.80,0:00:29.08
2018-05-05 12:41:20.64,2018-05-05 12:41:25.55,0:00:04.91
2018-05-05 12:41:39.39,2018-05-05 12:41:41.80,0:00:02.40
2018-05-05 12:55:12.32,2018-05-05 12:55:18.13,0:00:05.81
2018-05-05 12:55:49.62,2018-05-05 12:55:54.44,0:00:04.81
2018-05-05 13:11:02.61,2018-05-05 13:11:07.12,0:00:04.51
2018-05-05 13:11:14.24,2018-05-05 13:11:17.05,0:00:02.80
2018-05-05 13:11:36.21,2018-05-05 13:11:39.12,0:00:02.90
2018-05-05 13:13:04.48,2018-05-05 13:13:06.99,0:00:02.50
2018-05-05 15:23:10.15,2018-05-05 15:23:23.49,0:00:13.34
2018-05-05 15:23:26.10,2018-05-05 15:23:28.71,0:00:02.60
2018-05-05 15:27:05.13,2018-05-05 15:27:10.14,0:00:05.01
2018-05-05 15:27:12.05,2018-05-05 15:27:14.86,0:00:02.81
2018-05-05 16:54:36.52,2018-05-05 16:54:45.65,0:00:09.12
2018-05-05 16:55:19.84,2018-05-05 16:55:55.44,0:00:35.59
2018-05-05 17:16:55.74,2018-05-05 17:17:02.97,0:00:07.22
2018-05-05 17:19:14.07,2018-05-05 17:19:21.90,0:00:07.82
2018-05-05 18:14:36.53,2018-05-05 18:15:06.22,0:00:29.68
2018-05-05 18:16:10.39,2018-05-05 18:16:21.12,0:00:10.72
2018-05-05 19:20:30.66,2018-05-05 19:20:34.37,0:00:03.71
2018-05-05 19:20:45.00,2018-05-05 19:20:49.62,0:00:04.61
2018-05-05 19:32:04.79,2018-05-05 19:32:09.01,0:00:04.21
2018-05-05 19:46:36.60,2018-05-05 19:46:41.51,0:00:04.91
2018-05-05 21:12:59.43,2018-05-05 21:13:17.68,0:00:18.25
2018-05-05 21:14:05.91,2018-05-05 21:14:08.92,0:00:03.00
2018-05-06 07:25:53.93,2018-05-06 07:26:03.16,0:00:09.22
2018-05-06 07:26:31.95,2018-05-06 07:26:34.46,0:00:02.50
2018-05-06 07:48:59.04,2018-05-06 07:49:10.97,0:00:11.93
2018-05-06 07:58:08.19,2018-05-06 07:58:32.35,0:00:24.16
2018-05-06 08:04:31.16,2018-05-06 08:04:35.57,0:00:04.41
2018-05-06 09:14:21.12,2018-05-06 09:14:25.73,0:00:04.61
2018-05-06 09:14:32.55,2018-05-06 09:14:35.36,0:00:02.80
2018-05-06 12:45:02.35,2018-05-06 12:45:15.89,0:00:13.53
2018-05-06 12:45:20.10,2018-05-06 12:45:41.36,0:00:21.26
2018-05-06 12:46:17.16,2018-05-06 12:46:22.38,0:00:05.21
2018-05-06 12:48:33.45,2018-05-06 12:48:44.28,0:00:10.82
2018-05-06 12:48:55.61,2018-05-06 12:49:02.33,0:00:06.71
2018-05-06 12:49:54.67,2018-05-06 12:50:09.91,0:00:15.24
2018-05-06 12:50:11.22,2018-05-06 12:50:16.43,0:00:05.21
2018-05-06 12:51:00.76,2018-05-06 12:51:10.49,0:00:09.72
2018-05-06 12:51:59.53,2018-05-06 12:52:05.04,0:00:05.51
2018-05-06 12:57:24.01,2018-05-06 12:57:30.13,0:00:06.11
2018-05-06 12:59:07.18,2018-05-06 12:59:11.89,0:00:04.71
2018-05-06 12:59:28.53,2018-05-06 12:59:34.65,0:00:06.11
2018-05-06 13:20:24.55,2018-05-06 13:20:29.26,0:00:04.71
2018-05-06 13:45:48.24,2018-05-06 13:45:53.05,0:00:04.81
2018-05-06 13:47:51.26,2018-05-06 13:47:53.37,0:00:02.10
2018-05-06 14:37:12.27,2018-05-06 14:37:24.70,0:00:12.43
2018-05-06 15:43:16.08,2018-05-06 15:43:20.79,0:00:04.71
2018-05-06 16:38:34.82,2018-05-06 16:38:47.05,0:00:12.23
2018-05-06 16:38:50.36,2018-05-06 16:38:54.48,0:00:04.11
2018-05-06 16:40:57.90,2018-05-06 16:41:00.81,0:00:02.90
2018-05-06 16:44:50.12,2018-05-06 16:44:54.43,0:00:04.31
2018-05-06 17:04:51.51,2018-05-06 17:04:54.22,0:00:02.70
2018-05-06 17:21:44.30,2018-05-06 17:21:52.12,0:00:07.82
2018-05-06 17:21:52.43,2018-05-06 17:21:58.24,0:00:05.81
2018-05-06 17:24:08.59,2018-05-06 17:24:26.34,0:00:17.74
2018-05-06 17:24:40.07,2018-05-06 17:24:43.68,0:00:03.60
2018-05-06 18:18:17.38,2018-05-06 18:18:18.08,0:00:00.70
2018-05-06 18:20:20.65,2018-05-06 18:20:22.05,0:00:01.40
2018-05-06 18:42:58.92,2018-05-06 18:43:02.73,0:00:03.81
2018-05-06 18:54:42.26,2018-05-06 18:54:56.30,0:00:14.03
2018-05-06 18:56:10.31,2018-05-06 18:56:15.63,0:00:05.31
2018-05-06 19:02:16.68,2018-05-06 19:02:20.09,0:00:03.40
2018-05-06 21:39:47.91,2018-05-06 21:39:50.82,0:00:02.90
2018-05-06 21:39:58.55,2018-05-06 21:40:01.15,0:00:02.60
2018-05-07 07:52:05.32,2018-05-07 07:52:08.03,0:00:02.70
2018-05-07 07:52:51.46,2018-05-07 07:52:53.97,0:00:02.50
2018-05-07 08:20:07.68,2018-05-07 08:20:40.58,0:00:32.89
2018-05-07 11:18:45.63,2018-05-07 11:18:52.65,0:00:07.02
2018-05-07 11:23:47.69,2018-05-07 11:23:53.71,0:00:06.01
2018-05-07 11:24:05.54,2018-05-07 11:24:07.65,0:00:02.10
2018-05-07 11:59:20.10,2018-05-07 11:59:47.28,0:00:27.17
2018-05-07 12:32:08.10,2018-05-07 12:32:13.21,0:00:05.11
2018-05-07 12:33:42.16,2018-05-07 12:33:53.59,0:00:11.43
2018-05-07 12:36:06.36,2018-05-07 12:36:10.47,0:00:04.11
2018-05-07 12:36:29.53,2018-05-07 12:36:32.54,0:00:03.00
2018-05-07 12:56:09.74,2018-05-07 12:56:29.70,0:00:19.95
2018-05-07 12:56:43.64,2018-05-07 12:56:49.36,0:00:05.71
2018-05-07 12:57:22.45,2018-05-07 12:57:27.97,0:00:05.51
2018-05-07 12:57:59.25,2018-05-07 12:58:02.46,0:00:03.20
2018-05-07 12:59:02.63,2018-05-07 12:59:09.65,0:00:07.01
2018-05-07 13:00:18.05,2018-05-07 13:00:18.75,0:00:00.70
2018-05-07 13:00:20.55,2018-05-07 13:00:24.16,0:00:03.60
2018-05-07 13:45:32.18,2018-05-07 13:45:51.54,0:00:19.35
2018-05-07 14:47:12.58,2018-05-07 14:47:16.09,0:00:03.50
2018-05-07 14:47:22.91,2018-05-07 14:47:26.32,0:00:03.40
2018-05-07 15:26:55.41,2018-05-07 15:27:01.92,0:00:06.51
2018-05-07 15:27:22.98,2018-05-07 15:27:25.99,0:00:03.00
2018-05-07 16:53:40.99,2018-05-07 16:53:44.90,0:00:03.91
2018-05-07 17:03:09.06,2018-05-07 17:03:24.00,0:00:14.94
2018-05-07 17:07:57.66,2018-05-07 17:08:25.74,0:00:28.07
2018-05-07 17:18:30.73,2018-05-07 17:18:35.94,0:00:05.21
2018-05-07 18:22:51.84,2018-05-07 18:22:55.35,0:00:03.50
2018-05-07 18:23:00.36,2018-05-07 18:23:02.87,0:00:02.50
